break_out_category,break_out,data_value,data_value_type,data_value_unit,datasource,high_confidence_limit,locationabbr,locationdesc,low_confidence_limit,indicator,sample_size,year
Gender,Female,5.7,Percentage,%,HRQOL,6.8,MA,Massachusetts,4.7,Diabetes,2811,1999
Gender,Male,5.9,Percentage,%,HRQOL,7.2,MA,Massachusetts,4.5,Diabetes,1910,1999
Gender,Female,6,Percentage,%,HRQOL,7.3,MI,Michigan,4.6,Diabetes,1426,1999
Gender,Male,5.2,Percentage,%,HRQOL,6.8,MI,Michigan,3.7,Diabetes,996,1999
Gender,Female,6.1,Percentage,%,HRQOL,7,MN,Minnesota,5.1,Diabetes,2822,1999
Gender,Male,5.1,Percentage,%,HRQOL,6.1,MN,Minnesota,4.1,Diabetes,2387,1999
Gender,Female,7.5,Percentage,%,HRQOL,9.2,MS,Mississippi,5.9,Diabetes,1224,1999
Gender,Male,5.2,Percentage,%,HRQOL,7,MS,Mississippi,3.4,Diabetes,801,1999
Gender,Female,6.7,Percentage,%,HRQOL,8.1,MO,Missouri,5.3,Diabetes,2449,1999
Gender,Male,5,Percentage,%,HRQOL,6.3,MO,Missouri,3.7,Diabetes,1668,1999
Gender,Female,5.5,Percentage,%,HRQOL,7,MT,Montana,4.1,Diabetes,986,1999
Gender,Male,4.1,Percentage,%,HRQOL,5.7,MT,Montana,2.6,Diabetes,740,1999
Gender,Female,6.2,Percentage,%,HRQOL,6.6,US,Nationwide,5.9,Diabetes,88799,1999
Gender,Male,5.1,Percentage,%,HRQOL,5.4,US,Nationwide,4.8,Diabetes,62158,1999
Gender,Female,5.9,Percentage,%,HRQOL,7.1,NE,Nebraska,4.7,Diabetes,1649,1999
Gender,Male,5.2,Percentage,%,HRQOL,6.6,NE,Nebraska,3.8,Diabetes,1100,1999
Gender,Female,5.3,Percentage,%,HRQOL,7.2,NV,Nevada,3.5,Diabetes,1052,1999
Gender,Male,4.9,Percentage,%,HRQOL,6.9,NV,Nevada,2.9,Diabetes,1073,1999
Gender,Female,3.4,Percentage,%,HRQOL,4.8,NH,New Hampshire,2.1,Diabetes,710,1999
Gender,Male,4.3,Percentage,%,HRQOL,6.2,NH,New Hampshire,2.4,Diabetes,485,1999
Gender,Female,4.6,Percentage,%,HRQOL,5.8,NJ,New Jersey,3.4,Diabetes,1588,1999
Gender,Male,6.2,Percentage,%,HRQOL,8,NJ,New Jersey,4.4,Diabetes,1085,1999
Gender,Female,7.8,Percentage,%,HRQOL,9.4,NM,New Mexico,6.2,Diabetes,1877,1999
Gender,Male,5.4,Percentage,%,HRQOL,6.7,NM,New Mexico,4.2,Diabetes,1487,1999
Gender,Female,5.1,Percentage,%,HRQOL,6.3,NY,New York,3.8,Diabetes,1474,1999
Gender,Male,4.9,Percentage,%,HRQOL,6.5,NY,New York,3.3,Diabetes,1008,1999
Gender,Female,7.4,Percentage,%,HRQOL,8.9,NC,North Carolina,5.9,Diabetes,1422,1999
Gender,Male,7,Percentage,%,HRQOL,9.1,NC,North Carolina,4.8,Diabetes,938,1999
Gender,Female,3.8,Percentage,%,HRQOL,4.9,ND,North Dakota,2.6,Diabetes,1106,1999
Gender,Male,4.5,Percentage,%,HRQOL,5.9,ND,North Dakota,3,Diabetes,851,1999
Gender,Female,5,Percentage,%,HRQOL,6.6,OH,Ohio,3.3,Diabetes,970,1999
Gender,Male,4.4,Percentage,%,HRQOL,6.3,OH,Ohio,2.6,Diabetes,617,1999
Gender,Female,5,Percentage,%,HRQOL,6.1,OK,Oklahoma,3.9,Diabetes,1763,1999
Gender,Male,4.3,Percentage,%,HRQOL,5.6,OK,Oklahoma,3,Diabetes,1132,1999
Gender,Female,6.5,Percentage,%,HRQOL,8.2,OR,Oregon,4.8,Diabetes,987,1999
Gender,Male,6.5,Percentage,%,HRQOL,8.5,OR,Oregon,4.6,Diabetes,745,1999
Gender,Female,6.8,Percentage,%,HRQOL,8.1,PA,Pennsylvania,5.5,Diabetes,2020,1999
Gender,Male,4.6,Percentage,%,HRQOL,5.8,PA,Pennsylvania,3.4,Diabetes,1368,1999
Gender,Female,5,Percentage,%,HRQOL,6,RI,Rhode Island,4,Diabetes,2298,1999
Gender,Male,5.3,Percentage,%,HRQOL,6.5,RI,Rhode Island,4,Diabetes,1505,1999
Gender,Female,6.5,Percentage,%,HRQOL,7.8,SC,South Carolina,5.2,Diabetes,1946,1999
Gender,Male,5.3,Percentage,%,HRQOL,6.6,SC,South Carolina,3.9,Diabetes,1347,1999
Gender,Female,4.2,Percentage,%,HRQOL,5.1,SD,South Dakota,3.2,Diabetes,2388,1999
Gender,Male,4.4,Percentage,%,HRQOL,5.6,SD,South Dakota,3.3,Diabetes,1654,1999
Gender,Female,6.1,Percentage,%,HRQOL,7.4,TN,Tennessee,4.9,Diabetes,1857,1999
Gender,Male,6.3,Percentage,%,HRQOL,8.1,TN,Tennessee,4.6,Diabetes,997,1999
Gender,Female,7.2,Percentage,%,HRQOL,8.7,TX,Texas,5.8,Diabetes,2875,1999
Gender,Male,4.4,Percentage,%,HRQOL,5.4,TX,Texas,3.3,Diabetes,1937,1999
Gender,Female,5.2,Percentage,%,HRQOL,6.6,UT,Utah,3.9,Diabetes,1772,1999
Gender,Male,3.3,Percentage,%,HRQOL,4.5,UT,Utah,2.1,Diabetes,1342,1999
Gender,Female,4.9,Percentage,%,HRQOL,6,VT,Vermont,3.7,Diabetes,1766,1999
Gender,Male,4.1,Percentage,%,HRQOL,5.4,VT,Vermont,2.7,Diabetes,1220,1999
Gender,Female,5.3,Percentage,%,HRQOL,6.6,VA,Virginia,4,Diabetes,1935,1999
Gender,Male,3.8,Percentage,%,HRQOL,5,VA,Virginia,2.6,Diabetes,1323,1999
Gender,Female,6.3,Percentage,%,HRQOL,7.7,WA,Washington,4.8,Diabetes,1890,1999
Gender,Male,5.1,Percentage,%,HRQOL,6.5,WA,Washington,3.7,Diabetes,1519,1999
Gender,Female,9.4,Percentage,%,HRQOL,11,WV,West Virginia,7.7,Diabetes,1493,1999
Gender,Male,9.5,Percentage,%,HRQOL,11.3,WV,West Virginia,7.6,Diabetes,1046,1999
Gender,Female,5.7,Percentage,%,HRQOL,7.6,WI,Wisconsin,3.7,Diabetes,1206,1999
Gender,Male,4.3,Percentage,%,HRQOL,5.7,WI,Wisconsin,2.8,Diabetes,902,1999
Gender,Female,4.9,Percentage,%,HRQOL,6.2,WY,Wyoming,3.6,Diabetes,1309,1999
Gender,Male,4.1,Percentage,%,HRQOL,5.3,WY,Wyoming,2.8,Diabetes,1042,1999
Gender,Female,9.8,Percentage,%,HRQOL,11.5,AL,Alabama,8,Diabetes,1350,1998
Gender,Male,7.1,Percentage,%,HRQOL,9.2,AL,Alabama,5,Diabetes,739,1998
Gender,Female,3.6,Percentage,%,HRQOL,5,AK,Alaska,2.1,Diabetes,1020,1998
Gender,Male,3.4,Percentage,%,HRQOL,4.9,AK,Alaska,1.8,Diabetes,885,1998
Gender,Female,1.9,Percentage,%,HRQOL,2.7,AZ,Arizona,1,Diabetes,1082,1998
Gender,Male,1.5,Percentage,%,HRQOL,2.3,AZ,Arizona,0.7,Diabetes,815,1998
Gender,Female,8.3,Percentage,%,HRQOL,9.7,AR,Arkansas,6.8,Diabetes,1752,1998
Gender,Male,8,Percentage,%,HRQOL,9.6,AR,Arkansas,6.3,Diabetes,1107,1998
Gender,Female,6.7,Percentage,%,HRQOL,8,CA,California,5.5,Diabetes,2307,1998
Gender,Male,4.1,Percentage,%,HRQOL,5.2,CA,California,3,Diabetes,1796,1998
Gender,Female,6,Percentage,%,HRQOL,7.6,CO,Colorado,4.3,Diabetes,973,1998
Gender,Male,2.9,Percentage,%,HRQOL,4.2,CO,Colorado,1.6,Diabetes,789,1998
Gender,Female,4.7,Percentage,%,HRQOL,6,CT,Connecticut,3.5,Diabetes,1738,1998
Gender,Male,5.4,Percentage,%,HRQOL,7.2,CT,Connecticut,3.7,Diabetes,1233,1998
Gender,Female,7.6,Percentage,%,HRQOL,9.7,DE,Delaware,5.6,Diabetes,1510,1998
Gender,Male,6.9,Percentage,%,HRQOL,9.3,DE,Delaware,4.5,Diabetes,1018,1998
Gender,Female,6.9,Percentage,%,HRQOL,9,DC,District of Columbia,4.9,Diabetes,871,1998
Gender,Male,5,Percentage,%,HRQOL,7.1,DC,District of Columbia,2.8,Diabetes,528,1998
Gender,Female,7.8,Percentage,%,HRQOL,9,FL,Florida,6.5,Diabetes,2734,1998
Gender,Male,5.4,Percentage,%,HRQOL,6.6,FL,Florida,4.3,Diabetes,1826,1998
Gender,Female,6.3,Percentage,%,HRQOL,7.8,GA,Georgia,4.8,Diabetes,1385,1998
Gender,Male,3.9,Percentage,%,HRQOL,5.3,GA,Georgia,2.4,Diabetes,858,1998
Gender,Female,3.3,Percentage,%,HRQOL,4.6,HI,Hawaii,2.1,Diabetes,1174,1998
Gender,Male,3.6,Percentage,%,HRQOL,5.3,HI,Hawaii,2,Diabetes,899,1998
Gender,Female,4.8,Percentage,%,HRQOL,5.7,ID,Idaho,3.8,Diabetes,2785,1998
Gender,Male,4.2,Percentage,%,HRQOL,5.3,ID,Idaho,3.1,Diabetes,2041,1998
Gender,Female,4.5,Percentage,%,HRQOL,5.7,IL,Illinois,3.3,Diabetes,1610,1998
Gender,Male,3.9,Percentage,%,HRQOL,5.3,IL,Illinois,2.5,Diabetes,1220,1998
Gender,Female,5.7,Percentage,%,HRQOL,7.1,IN,Indiana,4.2,Diabetes,1386,1998
Gender,Male,6.2,Percentage,%,HRQOL,7.9,IN,Indiana,4.5,Diabetes,965,1998
Gender,Female,5.2,Percentage,%,HRQOL,6.3,IA,Iowa,4,Diabetes,2159,1998
Gender,Male,3.6,Percentage,%,HRQOL,4.8,IA,Iowa,2.3,Diabetes,1425,1998
Gender,Female,4.6,Percentage,%,HRQOL,5.6,KS,Kansas,3.7,Diabetes,2206,1998
Gender,Male,3,Percentage,%,HRQOL,3.9,KS,Kansas,2.1,Diabetes,1443,1998
Gender,Female,9.3,Percentage,%,HRQOL,10.6,KY,Kentucky,7.9,Diabetes,2319,1998
Gender,Male,6.9,Percentage,%,HRQOL,8.4,KY,Kentucky,5.5,Diabetes,1343,1998
Gender,Female,5.2,Percentage,%,HRQOL,6.7,LA,Louisiana,3.7,Diabetes,933,1998
Gender,Male,6.5,Percentage,%,HRQOL,8.6,LA,Louisiana,4.4,Diabetes,625,1998
Gender,Female,7.8,Percentage,%,HRQOL,9.9,ME,Maine,5.7,Diabetes,930,1998
Gender,Male,4.5,Percentage,%,HRQOL,6.3,ME,Maine,2.7,Diabetes,658,1998
Gender,Female,5.3,Percentage,%,HRQOL,6.7,MD,Maryland,3.8,Diabetes,1901,1998
Gender,Male,4.6,Percentage,%,HRQOL,6.3,MD,Maryland,2.9,Diabetes,1245,1998
Gender,Female,5.2,Percentage,%,HRQOL,6.3,MA,Massachusetts,4.1,Diabetes,2754,1998
Gender,Male,3.8,Percentage,%,HRQOL,5,MA,Massachusetts,2.6,Diabetes,1930,1998
Gender,Female,7.3,Percentage,%,HRQOL,8.8,MI,Michigan,5.8,Diabetes,1446,1998
Gender,Male,5,Percentage,%,HRQOL,6.5,MI,Michigan,3.5,Diabetes,1009,1998
Gender,Female,6.9,Percentage,%,HRQOL,8.2,MN,Minnesota,5.7,Diabetes,2164,1998
Gender,Male,5,Percentage,%,HRQOL,6.2,MN,Minnesota,3.9,Diabetes,1946,1998
Gender,Female,6.9,Percentage,%,HRQOL,8.3,MS,Mississippi,5.4,Diabetes,1287,1998
Gender,Male,5.5,Percentage,%,HRQOL,7.4,MS,Mississippi,3.7,Diabetes,814,1998
Gender,Female,7.1,Percentage,%,HRQOL,8.5,MO,Missouri,5.7,Diabetes,2198,1998
Gender,Male,4.2,Percentage,%,HRQOL,5.4,MO,Missouri,3.1,Diabetes,1403,1998
Gender,Female,4.6,Percentage,%,HRQOL,6,MT,Montana,3.2,Diabetes,970,1998
Gender,Male,3.6,Percentage,%,HRQOL,5,MT,Montana,2.2,Diabetes,767,1998
Gender,Female,6.3,Percentage,%,HRQOL,6.6,US,Nationwide,6,Diabetes,83210,1998
Gender,Male,4.9,Percentage,%,HRQOL,5.2,US,Nationwide,4.6,Diabetes,58534,1998
Gender,Female,5.9,Percentage,%,HRQOL,7,NE,Nebraska,4.7,Diabetes,1610,1998
Gender,Male,4.4,Percentage,%,HRQOL,5.7,NE,Nebraska,3,Diabetes,1037,1998
Gender,Female,4.7,Percentage,%,HRQOL,6.7,NV,Nevada,2.8,Diabetes,1033,1998
Gender,Male,4.6,Percentage,%,HRQOL,6.4,NV,Nevada,2.7,Diabetes,873,1998
Gender,Female,6.5,Percentage,%,HRQOL,8.2,NH,New Hampshire,4.7,Diabetes,832,1998
Gender,Male,3.5,Percentage,%,HRQOL,5.1,NH,New Hampshire,1.9,Diabetes,588,1998
Gender,Female,5.4,Percentage,%,HRQOL,6.8,NJ,New Jersey,3.9,Diabetes,1370,1998
Gender,Male,5.5,Percentage,%,HRQOL,7.3,NJ,New Jersey,3.7,Diabetes,974,1998
Gender,Female,7.6,Percentage,%,HRQOL,9,NM,New Mexico,6.2,Diabetes,2026,1998
Gender,Male,4.9,Percentage,%,HRQOL,6.2,NM,New Mexico,3.6,Diabetes,1549,1998
Gender,Female,6.9,Percentage,%,HRQOL,8.4,NY,New York,5.4,Diabetes,1368,1998
Gender,Male,5.4,Percentage,%,HRQOL,7,NY,New York,3.8,Diabetes,992,1998
Gender,Female,7.7,Percentage,%,HRQOL,9.3,NC,North Carolina,6,Diabetes,1410,1998
Gender,Male,6.7,Percentage,%,HRQOL,9.1,NC,North Carolina,4.3,Diabetes,893,1998
Gender,Female,5.6,Percentage,%,HRQOL,7.1,ND,North Dakota,4,Diabetes,993,1998
Gender,Male,2.7,Percentage,%,HRQOL,3.9,ND,North Dakota,1.6,Diabetes,802,1998
Gender,Female,6.5,Percentage,%,HRQOL,8.3,OH,Ohio,4.7,Diabetes,1764,1998
Gender,Male,3.9,Percentage,%,HRQOL,5.2,OH,Ohio,2.5,Diabetes,1159,1998
Gender,Female,6.2,Percentage,%,HRQOL,7.5,OK,Oklahoma,4.8,Diabetes,1466,1998
Gender,Male,4.6,Percentage,%,HRQOL,6,OK,Oklahoma,3.2,Diabetes,985,1998
Gender,Female,5.9,Percentage,%,HRQOL,7.7,OR,Oregon,4.2,Diabetes,1049,1998
Gender,Male,5.5,Percentage,%,HRQOL,7.4,OR,Oregon,3.5,Diabetes,729,1998
Gender,Female,6.4,Percentage,%,HRQOL,7.5,PA,Pennsylvania,5.2,Diabetes,2076,1998
Gender,Male,5.5,Percentage,%,HRQOL,7,PA,Pennsylvania,4,Diabetes,1381,1998
Gender,Female,6.1,Percentage,%,HRQOL,7.3,RI,Rhode Island,5,Diabetes,2052,1998
Gender,Male,5.1,Percentage,%,HRQOL,6.5,RI,Rhode Island,3.8,Diabetes,1370,1998
Gender,Female,5.5,Percentage,%,HRQOL,7.1,SC,South Carolina,3.9,Diabetes,1825,1998
Gender,Male,5.3,Percentage,%,HRQOL,6.6,SC,South Carolina,4,Diabetes,1325,1998
Gender,Female,4.8,Percentage,%,HRQOL,6.2,SD,South Dakota,3.5,Diabetes,1159,1998
Gender,Male,3.9,Percentage,%,HRQOL,5.4,SD,South Dakota,2.5,Diabetes,919,1998
Gender,Female,6.5,Percentage,%,HRQOL,7.8,TN,Tennessee,5.1,Diabetes,1829,1998
Gender,Male,6.2,Percentage,%,HRQOL,8,TN,Tennessee,4.4,Diabetes,985,1998
Gender,Female,6.4,Percentage,%,HRQOL,7.4,TX,Texas,5.5,Diabetes,3440,1998
Gender,Male,5.7,Percentage,%,HRQOL,7.1,TX,Texas,4.2,Diabetes,2400,1998
Gender,Female,7.4,Percentage,%,HRQOL,9.1,UT,Utah,5.7,Diabetes,1586,1998
Gender,Male,3.6,Percentage,%,HRQOL,5,UT,Utah,2.1,Diabetes,1216,1998
Gender,Female,3.9,Percentage,%,HRQOL,5,VT,Vermont,2.8,Diabetes,1628,1998
Gender,Male,3.9,Percentage,%,HRQOL,5.2,VT,Vermont,2.6,Diabetes,1240,1998
Gender,Female,5.9,Percentage,%,HRQOL,7.6,VA,Virginia,4.2,Diabetes,1857,1998
Gender,Male,4,Percentage,%,HRQOL,5,VA,Virginia,2.9,Diabetes,1386,1998
Gender,Female,5,Percentage,%,HRQOL,6.2,WA,Washington,3.9,Diabetes,1892,1998
Gender,Male,5,Percentage,%,HRQOL,6.2,WA,Washington,3.7,Diabetes,1506,1998
Gender,Female,7.9,Percentage,%,HRQOL,9.4,WV,West Virginia,6.3,Diabetes,1436,1998
Gender,Male,7.8,Percentage,%,HRQOL,9.6,WV,West Virginia,6,Diabetes,935,1998
Gender,Female,5.1,Percentage,%,HRQOL,6.7,WI,Wisconsin,3.6,Diabetes,1190,1998
Gender,Male,4.2,Percentage,%,HRQOL,5.6,WI,Wisconsin,2.7,Diabetes,955,1998
Gender,Female,5,Percentage,%,HRQOL,6.2,WY,Wyoming,3.8,Diabetes,1375,1998
Gender,Male,3.7,Percentage,%,HRQOL,5,WY,Wyoming,2.4,Diabetes,1008,1998
Gender,Female,7.3,Percentage,%,HRQOL,8.9,AL,Alabama,5.7,Diabetes,1239,1997
Gender,Male,6.2,Percentage,%,HRQOL,8.3,AL,Alabama,4,Diabetes,766,1997
Gender,Female,3.6,Percentage,%,HRQOL,5.7,AK,Alaska,1.5,Diabetes,774,1997
Gender,Male,2.4,Percentage,%,HRQOL,3.9,AK,Alaska,0.9,Diabetes,671,1997
Gender,Female,4.3,Percentage,%,HRQOL,6.2,AZ,Arizona,2.4,Diabetes,1008,1997
Gender,Male,1.4,Percentage,%,HRQOL,2.2,AZ,Arizona,0.5,Diabetes,886,1997
Gender,Female,7,Percentage,%,HRQOL,8.7,AR,Arkansas,5.3,Diabetes,1057,1997
Gender,Male,6.8,Percentage,%,HRQOL,9,AR,Arkansas,4.6,Diabetes,645,1997
Gender,Female,6.1,Percentage,%,HRQOL,7.2,CA,California,5,Diabetes,2287,1997
Gender,Male,5,Percentage,%,HRQOL,6.1,CA,California,3.8,Diabetes,1741,1997
Gender,Female,4.6,Percentage,%,HRQOL,6.2,CO,Colorado,3,Diabetes,980,1997
Gender,Male,4.5,Percentage,%,HRQOL,6.1,CO,Colorado,3,Diabetes,805,1997
Gender,Female,5,Percentage,%,HRQOL,6.4,CT,Connecticut,3.6,Diabetes,1281,1997
Gender,Male,5.8,Percentage,%,HRQOL,8.9,CT,Connecticut,2.7,Diabetes,853,1997
Gender,Female,8.2,Percentage,%,HRQOL,9.8,DE,Delaware,6.6,Diabetes,1501,1997
Gender,Male,6.7,Percentage,%,HRQOL,8.4,DE,Delaware,4.9,Diabetes,984,1997
Gender,Female,2.3,Percentage,%,HRQOL,3.4,DC,District of Columbia,1.2,Diabetes,917,1997
Gender,Male,1.1,Percentage,%,HRQOL,1.9,DC,District of Columbia,0.2,Diabetes,566,1997
Gender,Female,6.8,Percentage,%,HRQOL,8.1,FL,Florida,5.6,Diabetes,1982,1997
Gender,Male,5.6,Percentage,%,HRQOL,7,FL,Florida,4.3,Diabetes,1394,1997
Gender,Female,4.5,Percentage,%,HRQOL,5.7,GA,Georgia,3.2,Diabetes,1284,1997
Gender,Male,2.8,Percentage,%,HRQOL,3.9,GA,Georgia,1.7,Diabetes,935,1997
Gender,Female,3.4,Percentage,%,HRQOL,4.6,HI,Hawaii,2.3,Diabetes,1172,1997
Gender,Male,4.3,Percentage,%,HRQOL,5.8,HI,Hawaii,2.7,Diabetes,915,1997
Gender,Female,6.4,Percentage,%,HRQOL,7.7,ID,Idaho,5.1,Diabetes,2773,1997
Gender,Male,4.4,Percentage,%,HRQOL,5.5,ID,Idaho,3.4,Diabetes,2014,1997
Gender,Female,4.8,Percentage,%,HRQOL,5.9,IL,Illinois,3.6,Diabetes,1694,1997
Gender,Male,5.3,Percentage,%,HRQOL,6.9,IL,Illinois,3.7,Diabetes,1146,1997
Gender,Female,5.1,Percentage,%,HRQOL,6.5,IN,Indiana,3.7,Diabetes,1233,1997
Gender,Male,4.7,Percentage,%,HRQOL,6.1,IN,Indiana,3.2,Diabetes,1037,1997
Gender,Female,5.3,Percentage,%,HRQOL,6.3,IA,Iowa,4.2,Diabetes,2078,1997
Gender,Male,3.9,Percentage,%,HRQOL,5,IA,Iowa,2.8,Diabetes,1455,1997
Gender,Female,2.5,Percentage,%,HRQOL,3.4,KS,Kansas,1.5,Diabetes,1172,1997
Gender,Male,2,Percentage,%,HRQOL,3.1,KS,Kansas,0.9,Diabetes,770,1997
Gender,Female,10,Percentage,%,HRQOL,11.4,KY,Kentucky,8.6,Diabetes,2252,1997
Gender,Male,9.4,Percentage,%,HRQOL,11.1,KY,Kentucky,7.7,Diabetes,1306,1997
Gender,Female,6.6,Percentage,%,HRQOL,8.3,LA,Louisiana,4.9,Diabetes,970,1997
Gender,Male,7.5,Percentage,%,HRQOL,10,LA,Louisiana,5,Diabetes,598,1997
Gender,Female,5.8,Percentage,%,HRQOL,7.3,ME,Maine,4.2,Diabetes,920,1997
Gender,Male,6.1,Percentage,%,HRQOL,8,ME,Maine,4.2,Diabetes,731,1997
Gender,Female,4,Percentage,%,HRQOL,5.1,MD,Maryland,2.9,Diabetes,2537,1997
Gender,Male,3.3,Percentage,%,HRQOL,4.4,MD,Maryland,2.3,Diabetes,1909,1997
Gender,Female,5.5,Percentage,%,HRQOL,7,MA,Massachusetts,4.1,Diabetes,989,1997
Gender,Male,6,Percentage,%,HRQOL,8.1,MA,Massachusetts,3.9,Diabetes,693,1997
Gender,Female,5.5,Percentage,%,HRQOL,6.7,MI,Michigan,4.2,Diabetes,1435,1997
Gender,Male,4.4,Percentage,%,HRQOL,6.1,MI,Michigan,2.8,Diabetes,1039,1997
Gender,Female,5.8,Percentage,%,HRQOL,6.8,MN,Minnesota,4.8,Diabetes,2502,1997
Gender,Male,4.9,Percentage,%,HRQOL,6,MN,Minnesota,3.9,Diabetes,2138,1997
Gender,Female,4.8,Percentage,%,HRQOL,6.4,MS,Mississippi,3.1,Diabetes,937,1997
Gender,Male,4.7,Percentage,%,HRQOL,6.6,MS,Mississippi,2.8,Diabetes,571,1997
Gender,Female,5.7,Percentage,%,HRQOL,7.2,MO,Missouri,4.3,Diabetes,1102,1997
Gender,Male,5.4,Percentage,%,HRQOL,7.4,MO,Missouri,3.4,Diabetes,673,1997
Gender,Female,5,Percentage,%,HRQOL,6.4,MT,Montana,3.6,Diabetes,1001,1997
Gender,Male,3.1,Percentage,%,HRQOL,4.5,MT,Montana,1.7,Diabetes,728,1997
Gender,Female,5.6,Percentage,%,HRQOL,5.9,US,Nationwide,5.3,Diabetes,75057,1997
Gender,Male,4.8,Percentage,%,HRQOL,5.1,US,Nationwide,4.5,Diabetes,53483,1997
Gender,Female,6.1,Percentage,%,HRQOL,7.5,NE,Nebraska,4.7,Diabetes,1598,1997
Gender,Male,4.3,Percentage,%,HRQOL,5.7,NE,Nebraska,2.9,Diabetes,1019,1997
Gender,Female,7.2,Percentage,%,HRQOL,9.9,NV,Nevada,4.4,Diabetes,1285,1997
Gender,Male,5,Percentage,%,HRQOL,7.3,NV,Nevada,2.6,Diabetes,1128,1997
Gender,Female,6.1,Percentage,%,HRQOL,7.8,NH,New Hampshire,4.4,Diabetes,875,1997
Gender,Male,4.8,Percentage,%,HRQOL,7.1,NH,New Hampshire,2.5,Diabetes,589,1997
Gender,Female,5.7,Percentage,%,HRQOL,7,NJ,New Jersey,4.3,Diabetes,1503,1997
Gender,Male,5,Percentage,%,HRQOL,6.4,NJ,New Jersey,3.5,Diabetes,1002,1997
Gender,Female,6.3,Percentage,%,HRQOL,7.9,NM,New Mexico,4.7,Diabetes,1030,1997
Gender,Male,5.1,Percentage,%,HRQOL,6.9,NM,New Mexico,3.3,Diabetes,734,1997
Gender,Female,5.3,Percentage,%,HRQOL,6.4,NY,New York,4.1,Diabetes,1921,1997
Gender,Male,6.1,Percentage,%,HRQOL,7.7,NY,New York,4.6,Diabetes,1297,1997
Gender,Female,5.4,Percentage,%,HRQOL,6.5,NC,North Carolina,4.3,Diabetes,2067,1997
Gender,Male,4.3,Percentage,%,HRQOL,5.6,NC,North Carolina,3.1,Diabetes,1390,1997
Gender,Female,5.3,Percentage,%,HRQOL,6.7,ND,North Dakota,3.9,Diabetes,996,1997
Gender,Male,4.5,Percentage,%,HRQOL,6.1,ND,North Dakota,2.9,Diabetes,794,1997
Gender,Female,5.3,Percentage,%,HRQOL,6.7,OH,Ohio,3.9,Diabetes,1895,1997
Gender,Male,4.2,Percentage,%,HRQOL,5.5,OH,Ohio,2.9,Diabetes,1215,1997
Gender,Female,4.2,Percentage,%,HRQOL,5.5,OK,Oklahoma,2.8,Diabetes,1030,1997
Gender,Male,2.3,Percentage,%,HRQOL,3.5,OK,Oklahoma,1.2,Diabetes,823,1997
Gender,Female,6.1,Percentage,%,HRQOL,7.4,OR,Oregon,4.8,Diabetes,1842,1997
Gender,Male,3.5,Percentage,%,HRQOL,4.6,OR,Oregon,2.4,Diabetes,1361,1997
Gender,Female,5.7,Percentage,%,HRQOL,6.8,PA,Pennsylvania,4.5,Diabetes,2044,1997
Gender,Male,5.1,Percentage,%,HRQOL,6.4,PA,Pennsylvania,3.7,Diabetes,1407,1997
Gender,Female,6.8,Percentage,%,HRQOL,8.4,RI,Rhode Island,5.1,Diabetes,1019,1997
Gender,Male,5.3,Percentage,%,HRQOL,7,RI,Rhode Island,3.5,Diabetes,726,1997
Gender,Female,5.7,Percentage,%,HRQOL,7.2,SC,South Carolina,4.1,Diabetes,1294,1997
Gender,Male,5.6,Percentage,%,HRQOL,7.6,SC,South Carolina,3.7,Diabetes,802,1997
Gender,Female,3.4,Percentage,%,HRQOL,4.6,SD,South Dakota,2.3,Diabetes,1212,1997
Gender,Male,4.5,Percentage,%,HRQOL,6.1,SD,South Dakota,2.9,Diabetes,940,1997
Gender,Female,6.8,Percentage,%,HRQOL,8.1,TN,Tennessee,5.5,Diabetes,1841,1997
Gender,Male,5.3,Percentage,%,HRQOL,6.7,TN,Tennessee,3.8,Diabetes,1012,1997
Gender,Female,6.5,Percentage,%,HRQOL,8,TX,Texas,5,Diabetes,1405,1997
Gender,Male,3.8,Percentage,%,HRQOL,5.3,TX,Texas,2.4,Diabetes,985,1997
Gender,Female,5.7,Percentage,%,HRQOL,7.4,UT,Utah,3.9,Diabetes,1562,1997
Gender,Male,5.4,Percentage,%,HRQOL,7.1,UT,Utah,3.6,Diabetes,1257,1997
Gender,Female,4.5,Percentage,%,HRQOL,5.6,VT,Vermont,3.5,Diabetes,1701,1997
Gender,Male,3.7,Percentage,%,HRQOL,4.8,VT,Vermont,2.5,Diabetes,1329,1997
Gender,Female,3.9,Percentage,%,HRQOL,4.9,VA,Virginia,3,Diabetes,1926,1997
Gender,Male,3.7,Percentage,%,HRQOL,4.9,VA,Virginia,2.6,Diabetes,1320,1997
Gender,Female,5.2,Percentage,%,HRQOL,6.4,WA,Washington,4.1,Diabetes,1952,1997
Gender,Male,4.8,Percentage,%,HRQOL,6.7,WA,Washington,3,Diabetes,1469,1997
Gender,Female,7.5,Percentage,%,HRQOL,9,WV,West Virginia,5.9,Diabetes,1424,1997
Gender,Male,6.2,Percentage,%,HRQOL,7.8,WV,West Virginia,4.6,Diabetes,940,1997
Gender,Female,4.4,Percentage,%,HRQOL,5.6,WI,Wisconsin,3.1,Diabetes,1207,1997
Gender,Male,3.3,Percentage,%,HRQOL,4.6,WI,Wisconsin,2,Diabetes,974,1997
Gender,Female,5,Percentage,%,HRQOL,7.2,WY,Wyoming,2.9,Diabetes,1351,1997
Gender,Male,3.3,Percentage,%,HRQOL,4.6,WY,Wyoming,2,Diabetes,1001,1997
